version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,SM-G990E,1760285883287,2025-10-12_16-18-03,Europe/Istanbul,android,1.47.0,45aaf682-be89-4908-b003-bddc0b265b78,Accelerometer|Gravity|Gyroscope|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10||10|10|10,false
